Time, Probe1 ºF, Probe 2 ºF, Probe 3 ºF, Probe 4 ºF
Sep 8  2019  10:58:50 AM,158.5, No Probe, No Probe,242.6
Sep 8  2019  10:59:00 AM,158.5, No Probe, No Probe,241.9
Sep 8  2019  10:59:10 AM,158.7, No Probe, No Probe,241.7
Sep 8  2019  10:59:20 AM,158.7, No Probe, No Probe,240.5
Sep 8  2019  10:59:30 AM,158.7, No Probe, No Probe,240.3
Sep 8  2019  10:59:40 AM,158.7, No Probe, No Probe,240.3
Sep 8  2019  10:59:50 AM,158.6, No Probe, No Probe,216.8
Sep 8  2019  11:00:00 AM,158.6, No Probe, No Probe,190.3
Sep 8  2019  11:00:10 AM,158.6, No Probe, No Probe,195.9
Sep 8  2019  11:00:20 AM,158.7, No Probe, No Probe,201.8
Sep 8  2019  11:00:30 AM,158.7, No Probe, No Probe,207.1
Sep 8  2019  11:00:40 AM,158.7, No Probe, No Probe,205.9
Sep 8  2019  11:00:50 AM,158.7, No Probe, No Probe,205.9
Sep 8  2019  11:01:00 AM,158.7, No Probe, No Probe,201.0
Sep 8  2019  11:01:10 AM,158.7, No Probe, No Probe,206.9
Sep 8  2019  11:01:20 AM,158.7, No Probe, No Probe,206.7
Sep 8  2019  11:01:30 AM,158.7, No Probe, No Probe,212.4
Sep 8  2019  11:01:40 AM,158.7, No Probe, No Probe,218.1
Sep 8  2019  11:01:50 AM,158.7, No Probe, No Probe,222.6
Sep 8  2019  11:02:00 AM,158.8, No Probe, No Probe,226.8
Sep 8  2019  11:02:10 AM,158.7, No Probe, No Probe,229.8
Sep 8  2019  11:02:20 AM,158.7, No Probe, No Probe,233.4
Sep 8  2019  11:02:31 AM,158.7, No Probe, No Probe,236.0
Sep 8  2019  11:02:37 AM,158.7, No Probe, No Probe,238.4
Sep 8  2019  11:02:47 AM,158.8, No Probe, No Probe,241.0
Sep 8  2019  11:02:58 AM,158.8, No Probe, No Probe,243.1
Sep 8  2019  11:03:08 AM,158.8, No Probe, No Probe,242.9
Sep 8  2019  11:03:17 AM,158.8, No Probe, No Probe,243.9
Sep 8  2019  11:03:28 AM,158.8, No Probe, No Probe,243.3
Sep 8  2019  11:03:37 AM,158.8, No Probe, No Probe,243.9
Sep 8  2019  11:03:48 AM,158.8, No Probe, No Probe,243.9
Sep 8  2019  11:03:58 AM,158.9, No Probe, No Probe,243.8
Sep 8  2019  11:04:07 AM,158.8, No Probe, No Probe,243.5
Sep 8  2019  11:04:17 AM,158.8, No Probe, No Probe,243.4
Sep 8  2019  11:04:27 AM,158.8, No Probe, No Probe,243.5
Sep 8  2019  11:04:37 AM,158.9, No Probe, No Probe,243.1
Sep 8  2019  11:04:48 AM,158.9, No Probe, No Probe,242.4
Sep 8  2019  11:04:58 AM,158.8, No Probe, No Probe,241.8
Sep 8  2019  11:05:07 AM,158.9, No Probe, No Probe,241.3
Sep 8  2019  11:05:17 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:05:27 AM,158.8, No Probe, No Probe,239.9
Sep 8  2019  11:05:37 AM,158.9, No Probe, No Probe,239.1
Sep 8  2019  11:05:47 AM,158.9, No Probe, No Probe,237.7
Sep 8  2019  11:05:57 AM,158.8, No Probe, No Probe,237.5
Sep 8  2019  11:06:08 AM,158.9, No Probe, No Probe,237.6
Sep 8  2019  11:06:18 AM,158.9, No Probe, No Probe,238.0
Sep 8  2019  11:06:27 AM,158.9, No Probe, No Probe,238.9
Sep 8  2019  11:06:37 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:06:48 AM,158.8, No Probe, No Probe,241.5
Sep 8  2019  11:06:57 AM,158.9, No Probe, No Probe,240.6
Sep 8  2019  11:07:08 AM,158.8, No Probe, No Probe,239.6
Sep 8  2019  11:07:18 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:07:28 AM,158.8, No Probe, No Probe,240.4
Sep 8  2019  11:07:38 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:07:48 AM,158.8, No Probe, No Probe,239.7
Sep 8  2019  11:07:58 AM,158.8, No Probe, No Probe,239.6
Sep 8  2019  11:08:09 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:08:18 AM,158.8, No Probe, No Probe,240.5
Sep 8  2019  11:08:29 AM,158.7, No Probe, No Probe,240.0
Sep 8  2019  11:08:38 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:08:48 AM,158.7, No Probe, No Probe,239.8
Sep 8  2019  11:08:53 AM,158.7, No Probe, No Probe,239.9
Sep 8  2019  11:09:03 AM,158.7, No Probe, No Probe,240.3
Sep 8  2019  11:09:14 AM,158.8, No Probe, No Probe,240.0
Sep 8  2019  11:09:24 AM,158.7, No Probe, No Probe,239.9
Sep 8  2019  11:09:34 AM,158.7, No Probe, No Probe,240.3
Sep 8  2019  11:09:44 AM,158.7, No Probe, No Probe,240.1
Sep 8  2019  11:09:54 AM,158.6, No Probe, No Probe,240.1
Sep 8  2019  11:10:04 AM,158.7, No Probe, No Probe,240.2
Sep 8  2019  11:10:15 AM,158.7, No Probe, No Probe,239.9
Sep 8  2019  11:10:24 AM,158.7, No Probe, No Probe,240.2
Sep 8  2019  11:10:34 AM,158.7, No Probe, No Probe,239.8
Sep 8  2019  11:10:44 AM,158.7, No Probe, No Probe,240.0
Sep 8  2019  11:10:54 AM,158.6, No Probe, No Probe,239.8
Sep 8  2019  11:11:04 AM,158.7, No Probe, No Probe,240.5
Sep 8  2019  11:11:14 AM,158.7, No Probe, No Probe,240.1
Sep 8  2019  11:11:25 AM,158.7, No Probe, No Probe,240.2
Sep 8  2019  11:11:34 AM,158.6, No Probe, No Probe,239.7
Sep 8  2019  11:11:44 AM,158.6, No Probe, No Probe,240.3
Sep 8  2019  11:11:54 AM,158.7, No Probe, No Probe,240.2
Sep 8  2019  11:12:04 AM,158.5, No Probe, No Probe,239.9
Sep 8  2019  11:12:14 AM,158.6, No Probe, No Probe,239.8
Sep 8  2019  11:12:25 AM,158.7, No Probe, No Probe,240.2
Sep 8  2019  11:12:34 AM,158.6, No Probe, No Probe,239.9
Sep 8  2019  11:12:44 AM,158.5, No Probe, No Probe,240.0
Sep 8  2019  11:12:54 AM,158.5, No Probe, No Probe,240.1
Sep 8  2019  11:13:04 AM,158.5, No Probe, No Probe,239.8
Sep 8  2019  11:13:15 AM,158.5, No Probe, No Probe,240.1
Sep 8  2019  11:13:24 AM,158.5, No Probe, No Probe,239.9
Sep 8  2019  11:13:34 AM,158.6, No Probe, No Probe,240.6
Sep 8  2019  11:13:44 AM,158.6, No Probe, No Probe,240.2
Sep 8  2019  11:13:54 AM,158.5, No Probe, No Probe,240.1
Sep 8  2019  11:14:04 AM,158.5, No Probe, No Probe,239.7
Sep 8  2019  11:14:14 AM,158.5, No Probe, No Probe,238.6
Sep 8  2019  11:14:24 AM,158.5, No Probe, No Probe,238.6
Sep 8  2019  11:14:34 AM,158.6, No Probe, No Probe,238.3
Sep 8  2019  11:14:39 AM,158.5, No Probe, No Probe,237.8
Sep 8  2019  11:14:50 AM,158.5, No Probe, No Probe,238.2
Sep 8  2019  11:15:00 AM,158.6, No Probe, No Probe,238.7
Sep 8  2019  11:15:10 AM,158.6, No Probe, No Probe,238.9
Sep 8  2019  11:15:20 AM,158.6, No Probe, No Probe,239.9
Sep 8  2019  11:15:30 AM,158.5, No Probe, No Probe,240.8
Sep 8  2019  11:15:40 AM,158.6, No Probe, No Probe,239.9
Sep 8  2019  11:15:50 AM,158.6, No Probe, No Probe,239.8
Sep 8  2019  11:16:00 AM,158.5, No Probe, No Probe,240.3
Sep 8  2019  11:16:10 AM,158.5, No Probe, No Probe,239.5
Sep 8  2019  11:16:20 AM,158.5, No Probe, No Probe,240.1
Sep 8  2019  11:16:30 AM,158.6, No Probe, No Probe,240.9
Sep 8  2019  11:16:41 AM,158.5, No Probe, No Probe,239.6
Sep 8  2019  11:16:50 AM,158.5, No Probe, No Probe,239.3
Sep 8  2019  11:17:00 AM,158.5, No Probe, No Probe,239.8
Sep 8  2019  11:17:10 AM,158.6, No Probe, No Probe,240.1
Sep 8  2019  11:17:20 AM,158.6, No Probe, No Probe,240.1
Sep 8  2019  11:17:30 AM,158.6, No Probe, No Probe,239.5
Sep 8  2019  11:17:40 AM,158.5, No Probe, No Probe,239.8
Sep 8  2019  11:17:50 AM,158.6, No Probe, No Probe,240.4
Sep 8  2019  11:18:00 AM,158.6, No Probe, No Probe,239.9
Sep 8  2019  11:18:10 AM,158.6, No Probe, No Probe,239.6
Sep 8  2019  11:18:21 AM,158.6, No Probe, No Probe,239.7
Sep 8  2019  11:18:30 AM,158.6, No Probe, No Probe,240.1
Sep 8  2019  11:18:41 AM,158.7, No Probe, No Probe,240.6
Sep 8  2019  11:18:50 AM,158.7, No Probe, No Probe,239.7
Sep 8  2019  11:19:00 AM,158.7, No Probe, No Probe,239.2
Sep 8  2019  11:19:10 AM,158.6, No Probe, No Probe,239.5
Sep 8  2019  11:19:20 AM,158.7, No Probe, No Probe,240.7
Sep 8  2019  11:19:31 AM,158.7, No Probe, No Probe,240.7
Sep 8  2019  11:19:41 AM,158.7, No Probe, No Probe,239.4
Sep 8  2019  11:19:51 AM,158.7, No Probe, No Probe,239.0
Sep 8  2019  11:20:01 AM,158.7, No Probe, No Probe,239.1
Sep 8  2019  11:20:11 AM,158.6, No Probe, No Probe,239.5
Sep 8  2019  11:20:21 AM,158.7, No Probe, No Probe,240.4
Sep 8  2019  11:20:31 AM,158.7, No Probe, No Probe,240.4
Sep 8  2019  11:20:41 AM,158.7, No Probe, No Probe,239.7
Sep 8  2019  11:20:46 AM,158.7, No Probe, No Probe,239.3
Sep 8  2019  11:20:56 AM,158.7, No Probe, No Probe,239.4
Sep 8  2019  11:21:07 AM,158.7, No Probe, No Probe,239.6
Sep 8  2019  11:21:17 AM,158.8, No Probe, No Probe,240.6
Sep 8  2019  11:21:27 AM,158.8, No Probe, No Probe,239.9
Sep 8  2019  11:21:37 AM,158.8, No Probe, No Probe,239.7
Sep 8  2019  11:21:47 AM,158.8, No Probe, No Probe,239.5
Sep 8  2019  11:21:57 AM,158.8, No Probe, No Probe,240.3
Sep 8  2019  11:22:07 AM,158.8, No Probe, No Probe,241.0
Sep 8  2019  11:22:17 AM,158.8, No Probe, No Probe,241.1
Sep 8  2019  11:22:27 AM,158.8, No Probe, No Probe,240.4
Sep 8  2019  11:22:37 AM,158.8, No Probe, No Probe,239.9
Sep 8  2019  11:22:47 AM,158.9, No Probe, No Probe,239.3
Sep 8  2019  11:22:57 AM,158.9, No Probe, No Probe,239.1
Sep 8  2019  11:23:07 AM,158.9, No Probe, No Probe,239.5
Sep 8  2019  11:23:17 AM,158.9, No Probe, No Probe,240.2
Sep 8  2019  11:23:27 AM,158.9, No Probe, No Probe,240.2
Sep 8  2019  11:23:38 AM,159.0, No Probe, No Probe,239.5
Sep 8  2019  11:23:47 AM,158.9, No Probe, No Probe,239.4
Sep 8  2019  11:23:57 AM,159.0, No Probe, No Probe,239.7
Sep 8  2019  11:24:08 AM,159.0, No Probe, No Probe,240.2
Sep 8  2019  11:24:18 AM,159.0, No Probe, No Probe,241.1
Sep 8  2019  11:24:28 AM,159.0, No Probe, No Probe,241.3
Sep 8  2019  11:24:37 AM,159.0, No Probe, No Probe,241.0
Sep 8  2019  11:24:47 AM,159.0, No Probe, No Probe,240.3
Sep 8  2019  11:24:58 AM,159.0, No Probe, No Probe,239.2
Sep 8  2019  11:25:07 AM,159.1, No Probe, No Probe,239.2
Sep 8  2019  11:25:17 AM,159.1, No Probe, No Probe,239.2
Sep 8  2019  11:25:27 AM,159.1, No Probe, No Probe,239.2
Sep 8  2019  11:25:37 AM,159.1, No Probe, No Probe,239.9
Sep 8  2019  11:25:47 AM,159.2, No Probe, No Probe,241.0
Sep 8  2019  11:25:57 AM,159.2, No Probe, No Probe,240.8
Sep 8  2019  11:26:07 AM,159.2, No Probe, No Probe,240.4
Sep 8  2019  11:26:17 AM,159.3, No Probe, No Probe,239.5
Sep 8  2019  11:26:27 AM,159.3, No Probe, No Probe,239.1
Sep 8  2019  11:26:32 AM,159.3, No Probe, No Probe,239.2
Sep 8  2019  11:26:42 AM,159.3, No Probe, No Probe,239.3
Sep 8  2019  11:26:52 AM,159.3, No Probe, No Probe,240.0
Sep 8  2019  11:27:02 AM,159.3, No Probe, No Probe,239.9
Sep 8  2019  11:27:12 AM,159.3, No Probe, No Probe,239.1
Sep 8  2019  11:27:22 AM,159.4, No Probe, No Probe,239.0
Sep 8  2019  11:27:32 AM,159.4, No Probe, No Probe,238.9
Sep 8  2019  11:27:42 AM,159.5, No Probe, No Probe,238.6
Sep 8  2019  11:27:52 AM,159.5, No Probe, No Probe,238.6
Sep 8  2019  11:28:02 AM,159.5, No Probe, No Probe,238.6
Sep 8  2019  11:28:12 AM,159.5, No Probe, No Probe,238.7
Sep 8  2019  11:28:22 AM,159.5, No Probe, No Probe,239.2
Sep 8  2019  11:28:32 AM,159.5, No Probe, No Probe,239.2
Sep 8  2019  11:28:42 AM,159.6, No Probe, No Probe,239.7
Sep 8  2019  11:28:52 AM,159.6, No Probe, No Probe,240.2
Sep 8  2019  11:29:02 AM,159.6, No Probe, No Probe,241.0
Sep 8  2019  11:29:12 AM,159.6, No Probe, No Probe,240.9
Sep 8  2019  11:29:22 AM,159.6, No Probe, No Probe,241.1
Sep 8  2019  11:29:32 AM,159.7, No Probe, No Probe,240.5
Sep 8  2019  11:29:42 AM,159.7, No Probe, No Probe,239.9
Sep 8  2019  11:29:52 AM,159.8, No Probe, No Probe,239.5
Sep 8  2019  11:30:02 AM,159.8, No Probe, No Probe,239.2
Sep 8  2019  11:30:12 AM,159.8, No Probe, No Probe,238.9
Sep 8  2019  11:30:23 AM,159.9, No Probe, No Probe,238.7
Sep 8  2019  11:30:33 AM,159.9, No Probe, No Probe,239.0
Sep 8  2019  11:30:43 AM,159.9, No Probe, No Probe,239.7
Sep 8  2019  11:30:53 AM,160.0, No Probe, No Probe,240.6
Sep 8  2019  11:31:03 AM,160.0, No Probe, No Probe,240.8
Sep 8  2019  11:31:13 AM,160.0, No Probe, No Probe,240.4
Sep 8  2019  11:31:23 AM,160.0, No Probe, No Probe,239.8
Sep 8  2019  11:31:34 AM,160.1, No Probe, No Probe,239.2
Sep 8  2019  11:31:44 AM,160.1, No Probe, No Probe,239.1
Sep 8  2019  11:31:53 AM,160.0, No Probe, No Probe,239.3
Sep 8  2019  11:32:04 AM,160.1, No Probe, No Probe,239.0
Sep 8  2019  11:32:13 AM,160.1, No Probe, No Probe,239.2
Sep 8  2019  11:32:23 AM,160.1, No Probe, No Probe,239.6
Sep 8  2019  11:32:30 AM,160.1, No Probe, No Probe,239.7
Sep 8  2019  11:32:41 AM,160.2, No Probe, No Probe,240.4
Sep 8  2019  11:32:50 AM,160.2, No Probe, No Probe,240.8
Sep 8  2019  11:33:00 AM,160.2, No Probe, No Probe,240.4
Sep 8  2019  11:33:10 AM,160.3, No Probe, No Probe,239.5
Sep 8  2019  11:33:20 AM,160.3, No Probe, No Probe,240.4
Sep 8  2019  11:33:30 AM,160.4, No Probe, No Probe,240.5
Sep 8  2019  11:33:40 AM,160.5, No Probe, No Probe,239.6
Sep 8  2019  11:33:50 AM,160.4, No Probe, No Probe,240.2
Sep 8  2019  11:34:00 AM,160.5, No Probe, No Probe,239.9
Sep 8  2019  11:34:10 AM,160.5, No Probe, No Probe,239.9
Sep 8  2019  11:34:20 AM,160.5, No Probe, No Probe,240.0
Sep 8  2019  11:34:31 AM,160.5, No Probe, No Probe,239.7
Sep 8  2019  11:34:40 AM,160.6, No Probe, No Probe,239.3
Sep 8  2019  11:34:50 AM,160.6, No Probe, No Probe,239.3
Sep 8  2019  11:35:00 AM,160.7, No Probe, No Probe,240.0
Sep 8  2019  11:35:10 AM,160.7, No Probe, No Probe,239.9
Sep 8  2019  11:35:21 AM,160.7, No Probe, No Probe,240.3
Sep 8  2019  11:35:30 AM,160.7, No Probe, No Probe,239.8
Sep 8  2019  11:35:40 AM,160.8, No Probe, No Probe,240.0
Sep 8  2019  11:35:50 AM,160.8, No Probe, No Probe,240.3
Sep 8  2019  11:36:00 AM,160.8, No Probe, No Probe,239.8
Sep 8  2019  11:36:11 AM,160.8, No Probe, No Probe,239.5
Sep 8  2019  11:36:20 AM,160.9, No Probe, No Probe,239.3
Sep 8  2019  11:36:30 AM,160.9, No Probe, No Probe,239.2
Sep 8  2019  11:36:40 AM,160.9, No Probe, No Probe,240.0
Sep 8  2019  11:36:50 AM,160.9, No Probe, No Probe,240.0
Sep 8  2019  11:37:00 AM,161.0, No Probe, No Probe,239.5
Sep 8  2019  11:37:10 AM,161.1, No Probe, No Probe,239.9
Sep 8  2019  11:37:20 AM,161.1, No Probe, No Probe,241.0
Sep 8  2019  11:37:30 AM,161.1, No Probe, No Probe,240.6
Sep 8  2019  11:37:41 AM,161.2, No Probe, No Probe,239.4
Sep 8  2019  11:37:50 AM,161.2, No Probe, No Probe,240.1
Sep 8  2019  11:38:00 AM,161.2, No Probe, No Probe,239.9
Sep 8  2019  11:38:10 AM,161.3, No Probe, No Probe,240.5
Sep 8  2019  11:38:21 AM,161.3, No Probe, No Probe,240.3
Sep 8  2019  11:38:28 AM,161.3, No Probe, No Probe,239.5
Sep 8  2019  11:38:38 AM,161.3, No Probe, No Probe,240.4
Sep 8  2019  11:38:48 AM,161.4, No Probe, No Probe,240.0
Sep 8  2019  11:38:59 AM,161.4, No Probe, No Probe,239.5
Sep 8  2019  11:39:08 AM,161.5, No Probe, No Probe,240.5
Sep 8  2019  11:39:19 AM,161.5, No Probe, No Probe,239.1
Sep 8  2019  11:39:29 AM,161.5, No Probe, No Probe,240.2
Sep 8  2019  11:39:39 AM,161.5, No Probe, No Probe,240.6
Sep 8  2019  11:39:48 AM,161.6, No Probe, No Probe,239.3
Sep 8  2019  11:39:58 AM,161.6, No Probe, No Probe,240.5
Sep 8  2019  11:40:08 AM,161.7, No Probe, No Probe,240.2
Sep 8  2019  11:40:18 AM,161.7, No Probe, No Probe,239.5
Sep 8  2019  11:40:28 AM,161.8, No Probe, No Probe,240.3
Sep 8  2019  11:40:38 AM,161.8, No Probe, No Probe,239.5
Sep 8  2019  11:40:49 AM,161.8, No Probe, No Probe,239.5
Sep 8  2019  11:40:58 AM,161.8, No Probe, No Probe,240.2
Sep 8  2019  11:41:08 AM,161.9, No Probe, No Probe,239.5
Sep 8  2019  11:41:18 AM,161.9, No Probe, No Probe,239.6
Sep 8  2019  11:41:28 AM,161.9, No Probe, No Probe,240.5
Sep 8  2019  11:41:39 AM,161.9, No Probe, No Probe,239.5
Sep 8  2019  11:41:48 AM,162.0, No Probe, No Probe,239.5
Sep 8  2019  11:41:58 AM,162.0, No Probe, No Probe,240.4
Sep 8  2019  11:42:08 AM,162.0, No Probe, No Probe,239.1
Sep 8  2019  11:42:18 AM,162.1, No Probe, No Probe,239.9
Sep 8  2019  11:42:28 AM,162.2, No Probe, No Probe,241.3
Sep 8  2019  11:42:38 AM,162.1, No Probe, No Probe,240.6
Sep 8  2019  11:42:48 AM,162.2, No Probe, No Probe,239.1
Sep 8  2019  11:42:58 AM,162.2, No Probe, No Probe,240.5
Sep 8  2019  11:43:08 AM,162.3, No Probe, No Probe,239.8
Sep 8  2019  11:43:18 AM,162.3, No Probe, No Probe,240.0
Sep 8  2019  11:43:28 AM,162.3, No Probe, No Probe,240.2
Sep 8  2019  11:43:39 AM,162.3, No Probe, No Probe,240.1
Sep 8  2019  11:43:48 AM,162.4, No Probe, No Probe,240.1
Sep 8  2019  11:43:59 AM,162.5, No Probe, No Probe,239.6
Sep 8  2019  11:44:08 AM,162.5, No Probe, No Probe,240.8
Sep 8  2019  11:44:15 AM,162.5, No Probe, No Probe,239.7
Sep 8  2019  11:44:25 AM,162.5, No Probe, No Probe,240.1
Sep 8  2019  11:44:36 AM,162.6, No Probe, No Probe,240.9
Sep 8  2019  11:44:45 AM,162.6, No Probe, No Probe,239.4
Sep 8  2019  11:44:55 AM,162.6, No Probe, No Probe,241.0
Sep 8  2019  11:45:05 AM,162.6, No Probe, No Probe,239.9
Sep 8  2019  11:45:15 AM,162.6, No Probe, No Probe,239.4
Sep 8  2019  11:45:26 AM,162.7, No Probe, No Probe,241.0
Sep 8  2019  11:45:35 AM,162.7, No Probe, No Probe,239.1
Sep 8  2019  11:45:45 AM,162.7, No Probe, No Probe,241.3
Sep 8  2019  11:45:55 AM,162.8, No Probe, No Probe,241.3
Sep 8  2019  11:46:05 AM,162.9, No Probe, No Probe,239.0
Sep 8  2019  11:46:15 AM,162.9, No Probe, No Probe,240.4
Sep 8  2019  11:46:25 AM,163.0, No Probe, No Probe,240.9
Sep 8  2019  11:46:35 AM,163.0, No Probe, No Probe,239.1
Sep 8  2019  11:46:45 AM,163.0, No Probe, No Probe,239.9
Sep 8  2019  11:46:55 AM,163.1, No Probe, No Probe,241.0
Sep 8  2019  11:47:05 AM,163.1, No Probe, No Probe,239.5
Sep 8  2019  11:47:15 AM,163.1, No Probe, No Probe,239.5
Sep 8  2019  11:47:26 AM,163.2, No Probe, No Probe,241.3
Sep 8  2019  11:47:35 AM,163.2, No Probe, No Probe,239.0
Sep 8  2019  11:47:45 AM,163.2, No Probe, No Probe,240.3
Sep 8  2019  11:47:55 AM,163.3, No Probe, No Probe,239.9
Sep 8  2019  11:48:05 AM,163.3, No Probe, No Probe,239.2
Sep 8  2019  11:48:15 AM,163.3, No Probe, No Probe,240.7
Sep 8  2019  11:48:26 AM,163.3, No Probe, No Probe,239.6
Sep 8  2019  11:48:36 AM,163.3, No Probe, No Probe,238.6
Sep 8  2019  11:48:45 AM,163.4, No Probe, No Probe,239.4
Sep 8  2019  11:48:55 AM,163.5, No Probe, No Probe,240.2
Sep 8  2019  11:49:06 AM,163.5, No Probe, No Probe,239.4
Sep 8  2019  11:49:15 AM,163.6, No Probe, No Probe,238.9
Sep 8  2019  11:49:26 AM,163.6, No Probe, No Probe,239.9
Sep 8  2019  11:49:35 AM,163.6, No Probe, No Probe,240.7
Sep 8  2019  11:49:45 AM,163.6, No Probe, No Probe,238.6
Sep 8  2019  11:49:55 AM,163.7, No Probe, No Probe,239.3
Sep 8  2019  11:50:05 AM,163.7, No Probe, No Probe,239.5
Sep 8  2019  11:50:15 AM,163.7, No Probe, No Probe,239.3
Sep 8  2019  11:50:21 AM,163.7, No Probe, No Probe,239.5
Sep 8  2019  11:50:31 AM,163.8, No Probe, No Probe,240.3
Sep 8  2019  11:50:42 AM,163.8, No Probe, No Probe,238.9
Sep 8  2019  11:50:53 AM,163.8, No Probe, No Probe,239.2
Sep 8  2019  11:51:02 AM,163.8, No Probe, No Probe,239.9
Sep 8  2019  11:51:12 AM,163.8, No Probe, No Probe,239.8
Sep 8  2019  11:51:22 AM,163.9, No Probe, No Probe,239.8
Sep 8  2019  11:51:32 AM,163.9, No Probe, No Probe,240.6
Sep 8  2019  11:51:42 AM,163.9, No Probe, No Probe,239.6
Sep 8  2019  11:51:53 AM,164.0, No Probe, No Probe,239.4
Sep 8  2019  11:52:02 AM,164.0, No Probe, No Probe,240.6
Sep 8  2019  11:52:12 AM,164.1, No Probe, No Probe,240.5
Sep 8  2019  11:52:22 AM,164.1, No Probe, No Probe,239.1
Sep 8  2019  11:52:32 AM,164.1, No Probe, No Probe,239.5
Sep 8  2019  11:52:42 AM,164.2, No Probe, No Probe,239.9
Sep 8  2019  11:52:52 AM,164.2, No Probe, No Probe,239.7
Sep 8  2019  11:53:02 AM,164.2, No Probe, No Probe,239.9
Sep 8  2019  11:53:12 AM,164.2, No Probe, No Probe,240.1
Sep 8  2019  11:53:22 AM,164.3, No Probe, No Probe,239.2
Sep 8  2019  11:53:33 AM,164.3, No Probe, No Probe,239.2
Sep 8  2019  11:53:43 AM,164.4, No Probe, No Probe,239.1
Sep 8  2019  11:53:52 AM,164.4, No Probe, No Probe,239.5
Sep 8  2019  11:54:02 AM,164.4, No Probe, No Probe,239.7
Sep 8  2019  11:54:12 AM,164.4, No Probe, No Probe,239.9
Sep 8  2019  11:54:22 AM,164.5, No Probe, No Probe,240.3
Sep 8  2019  11:54:32 AM,164.5, No Probe, No Probe,239.2
Sep 8  2019  11:54:42 AM,164.6, No Probe, No Probe,239.5
Sep 8  2019  11:54:52 AM,164.6, No Probe, No Probe,240.1
Sep 8  2019  11:55:02 AM,164.6, No Probe, No Probe,240.8
Sep 8  2019  11:55:12 AM,164.6, No Probe, No Probe,239.2
Sep 8  2019  11:55:22 AM,164.7, No Probe, No Probe,239.7
Sep 8  2019  11:55:32 AM,164.6, No Probe, No Probe,239.9
Sep 8  2019  11:55:42 AM,164.7, No Probe, No Probe,239.7
Sep 8  2019  11:55:52 AM,164.7, No Probe, No Probe,239.2
Sep 8  2019  11:56:02 AM,164.7, No Probe, No Probe,239.9
Sep 8  2019  11:56:09 AM,164.8, No Probe, No Probe,240.0
Sep 8  2019  11:56:20 AM,164.8, No Probe, No Probe,239.1
Sep 8  2019  11:56:30 AM,164.8, No Probe, No Probe,239.3
Sep 8  2019  11:56:39 AM,164.9, No Probe, No Probe,239.1
Sep 8  2019  11:56:49 AM,164.8, No Probe, No Probe,238.8
Sep 8  2019  11:57:00 AM,164.9, No Probe, No Probe,238.7
Sep 8  2019  11:57:09 AM,164.9, No Probe, No Probe,239.0
Sep 8  2019  11:57:19 AM,165.0, No Probe, No Probe,239.2
Sep 8  2019  11:57:29 AM,165.0, No Probe, No Probe,239.7
Sep 8  2019  11:57:39 AM,165.1, No Probe, No Probe,240.6
Sep 8  2019  11:57:49 AM,165.0, No Probe, No Probe,240.6
Sep 8  2019  11:57:59 AM,165.0, No Probe, No Probe,240.0
Sep 8  2019  11:58:09 AM,165.1, No Probe, No Probe,239.7
Sep 8  2019  11:58:19 AM,165.1, No Probe, No Probe,240.0
Sep 8  2019  11:58:29 AM,165.1, No Probe, No Probe,239.7
Sep 8  2019  11:58:40 AM,165.2, No Probe, No Probe,239.5
Sep 8  2019  11:58:50 AM,165.2, No Probe, No Probe,239.5
Sep 8  2019  11:58:59 AM,165.3, No Probe, No Probe,240.0
Sep 8  2019  11:59:09 AM,165.3, No Probe, No Probe,239.9
Sep 8  2019  11:59:19 AM,165.3, No Probe, No Probe,240.4
Sep 8  2019  11:59:29 AM,165.3, No Probe, No Probe,240.1
Sep 8  2019  11:59:39 AM,165.3, No Probe, No Probe,239.0
Sep 8  2019  11:59:49 AM,165.3, No Probe, No Probe,239.3
Sep 8  2019  11:59:59 AM,165.4, No Probe, No Probe,239.5
Sep 8  2019  12:00:10 PM,165.4, No Probe, No Probe,239.5
Sep 8  2019  12:00:19 PM,165.5, No Probe, No Probe,239.7
Sep 8  2019  12:00:30 PM,165.5, No Probe, No Probe,239.9
Sep 8  2019  12:00:39 PM,165.5, No Probe, No Probe,240.6
Sep 8  2019  12:00:49 PM,165.5, No Probe, No Probe,239.9
Sep 8  2019  12:01:00 PM,165.6, No Probe, No Probe,239.4
Sep 8  2019  12:01:09 PM,165.6, No Probe, No Probe,239.5
Sep 8  2019  12:01:19 PM,165.6, No Probe, No Probe,239.5
Sep 8  2019  12:01:29 PM,165.6, No Probe, No Probe,239.4
Sep 8  2019  12:01:39 PM,165.6, No Probe, No Probe,239.4
Sep 8  2019  12:01:51 PM,165.6, No Probe, No Probe,239.2
Sep 8  2019  12:02:01 PM,165.7, No Probe, No Probe,239.5
Sep 8  2019  12:02:12 PM,165.6, No Probe, No Probe,239.9
Sep 8  2019  12:02:22 PM,165.7, No Probe, No Probe,240.6
Sep 8  2019  12:02:31 PM,165.8, No Probe, No Probe,240.0
Sep 8  2019  12:02:41 PM,165.8, No Probe, No Probe,239.5
